CustomerID,CustomerAge,CustomerGender,CustomerCountry
350,23,Male,Germany
351,73,Female,Vanuatu
352,68,Female,Turkey
353,65,Male,Turkey
354,74,Male,Germany
355,78,Male,Turkey
356,22,Male,Germany
357,58,Female,Turkey
358,66,Female,Turkey
359,56,Female,Turkey
360,55,Male,Netherlands
361,55,Other,Germany
362,60,Female,Turkey
363,69,Male,Germany
364,61,Female,Turkey
365,80,Female,Germany
366,49,Male,Sweden
367,67,Male,Germany
368,58,Male,Turkey
369,59,Male,Turkey
370,74,Female,Turkey
371,72,Male,Turkey
372,58,Male,Germany
373,52,Other,Germany
374,76,Male,Turkey
375,46,Other,Turkey
376,71,Female,Turkey
377,77,Female,Germany
378,38,Female,Turkey
379,71,Male,Turkey
380,50,Female,Sweden
381,53,Male,Turkey
382,60,Male,Turkey
383,69,Male,Turkey
384,79,Male,Turkey
385,58,Male,Turkey
386,77,Female,Netherlands
387,42,Male,Turkey
388,74,Male,Turkey
389,74,Male,Netherlands
390,47,Male,Turkey
391,33,Female,Turkey
392,57,Male,Sweden
393,66,Other,Turkey
394,71,Male,Netherlands
395,64,Male,Germany
396,26,Male,Sweden
397,71,Female,Germany
398,19,Other,Germany
399,57,Female,Turkey
400,59,Male,Turkey
401,58,Other,Sweden
402,46,Male,Germany
403,22,Male,Netherlands
404,54,Male,Germany
405,58,Male,Germany
406,63,Male,Germany
407,74,Male,Turkey
408,52,Male,Germany
409,57,Female,Turkey
410,42,Female,Turkey
411,78,Male,Germany
412,39,Female,Turkey
413,55,Male,Turkey
414,65,Male,Germany
415,52,Male,Sweden
416,28,Male,Turkey
417,35,Male,Netherlands
418,18,Female,Turkey
419,71,Female,Netherlands
420,63,Female,Turkey
421,74,Male,Germany
422,58,Male,Turkey
423,33,Male,Germany
424,31,Male,Germany
425,36,Female,Germany
426,56,Male,Turkey
427,58,Female,Turkey
428,52,Male,Germany
429,54,Female,Sweden
430,64,Other,Turkey
431,63,Male,Turkey
432,70,Other,Sweden
433,69,Female,Turkey
434,31,Female,Turkey
435,51,Male,Germany
436,51,Female,Germany
437,78,Female,Germany
438,64,Male,Turkey
439,63,Male,Germany
440,59,Male,Germany
441,59,Female,Netherlands
442,61,Other,Turkey
443,39,Other,Turkey
444,44,Female,Netherlands
445,56,Male,Sweden
446,60,Male,Turkey
447,77,Male,Turkey
448,24,Male,Turkey
449,51,Male,Turkey
450,56,Female,Turkey
451,80,Other,Turkey
452,59,Female,Turkey
453,71,Female,Turkey
454,27,Male,Turkey
455,23,Male,Turkey
456,50,Male,Germany
457,77,Other,Turkey
458,21,Female,Germany
459,75,Male,Dominican Republic
460,66,Female,Turkey
461,64,Male,Germany
462,74,Male,Turkey
463,46,Male,Turkey
464,31,Female,Sweden
465,77,Other,Germany
466,80,Female,Liechtenstein
467,34,Female,Turkey
468,45,Other,Turkey
469,58,Male,Netherlands
470,46,Male,Turkey
471,64,Female,Sweden
472,74,Female,Turkey
473,46,Male,Turkey
474,59,Male,Germany
475,63,Female,Sweden
476,67,Male,Turkey
477,57,Male,Turkey
478,50,Male,Netherlands
479,78,Female,Turkey
480,66,Male,Turkey
481,73,Other,Turkey
482,52,Male,Turkey
483,61,Male,Australia
484,60,Female,Netherlands
485,79,Male,Turkey
486,67,Other,Germany
487,35,Female,Turkey
488,62,Female,Turkey
489,55,Male,Turkey
490,51,Male,Turkey
491,58,Female,Iceland
492,19,Female,Turkey
493,42,Male,Turkey
494,61,Male,Germany
495,59,Male,Turkey
496,49,Female,Turkey
497,29,Female,Turkey
498,68,Other,Germany
499,56,Female,Turkey
500,58,Male,Turkey
501,71,Female,Turkey
502,20,Male,Turkey
503,75,Male,India
504,55,Other,Germany
505,71,Female,Germany
506,45,Female,Turkey
507,61,Male,Sweden
508,46,Female,Turkey
509,63,Male,Turkey
510,60,Male,Germany
511,23,Male,Germany
512,53,Female,Turkey
513,55,Male,Germany
514,55,Male,Sweden
515,51,Male,Turkey
516,60,Male,Germany
517,49,Male,Sweden
518,31,Other,Germany
519,64,Female,Turkey
520,53,Female,Germany
521,61,Female,Turkey
522,80,Female,Netherlands
523,59,Other,Netherlands
524,53,Male,Turkey
525,59,Male,Germany
526,72,Female,Iceland
527,64,Male,Germany
528,51,Female,Turkey
529,80,Female,Turkey
530,77,Female,Turkey
531,54,Male,Turkey
532,71,Female,Turkey
533,57,Female,Turkey
534,47,Female,Germany
535,21,Male,Turkey
536,51,Female,Germany
537,62,Female,Netherlands
538,78,Male,Sweden
539,75,Male,Turkey
540,56,Male,Turkey
541,51,Male,Turkey
542,23,Female,Germany
543,36,Female,Turkey
544,44,Male,Turkey
545,54,Female,Turkey
546,64,Male,Turkey
547,55,Male,Netherlands
548,53,Male,Turkey
549,75,Male,Turkey
550,55,Female,Turkey
551,44,Female,Turkey
552,66,Male,Turkey
553,71,Male,Turkey
554,74,Female,Netherlands
555,74,Male,Turkey
556,64,Male,Cook Islands
557,32,Other,Netherlands
558,47,Male,Germany
559,76,Other,Turkey
560,58,Female,Germany
561,59,Male,Turkey
562,60,Female,Germany
563,52,Male,Turkey
564,61,Female,Germany
565,38,Male,Turkey
566,71,Other,Germany
567,55,Female,Germany
568,75,Female,Turkey
569,79,Female,Germany
570,68,Male,Germany
571,44,Male,Turkey
572,35,Male,Sweden
573,71,Female,Sweden
574,58,Female,Netherlands
575,31,Male,Canada
576,50,Male,Turkey
577,59,Male,Turkey
578,55,Male,Turkey
579,62,Female,Turkey
580,36,Female,Netherlands
581,22,Female,Turkey
582,53,Other,Turkey
583,73,Male,Turkey
584,77,Male,Turkey
585,80,Female,Germany
586,25,Male,Turkey
587,73,Female,Germany
588,55,Male,Turkey
589,34,Male,Turkey
590,53,Male,Turkey
591,41,Female,Turkey
592,41,Other,Netherlands
593,58,Male,Saudi Arabia
594,72,Female,Turkey
595,36,Other,Turkey
596,26,Male,Germany
597,61,Male,Germany
598,78,Male,Turkey
599,71,Other,Turkey
600,27,Female,Trinidad and Tobago
601,53,Male,Germany
602,72,Female,Germany
603,41,Other,Turkey
604,73,Female,Turkey
605,76,Male,Sweden
606,53,Male,Germany
607,59,Male,Netherlands
608,49,Male,Turkey
609,52,Other,Turkey
610,24,Male,Germany
611,26,Female,Germany
612,34,Other,Netherlands
613,66,Female,Sweden
614,42,Male,Germany
615,32,Female,Netherlands
616,24,Other,Turkey
617,67,Male,Turkey
618,52,Female,Turkey
619,46,Male,Germany
620,59,Other,Germany
621,64,Female,Germany
622,50,Female,Turkey
623,62,Male,Turkey
624,57,Female,Turkey
625,52,Male,Germany
626,79,Female,Turkey
627,43,Male,Turkey
628,55,Male,Germany
629,74,Female,Sweden
630,37,Female,Turkey
631,54,Male,Turkey
632,24,Male,Netherlands
633,35,Male,Netherlands
634,65,Male,Turkey
635,58,Male,Germany
636,70,Other,Turkey
637,32,Female,Turkey
638,73,Other,Turkey
639,28,Male,Turkey
640,23,Female,Turkey
641,67,Other,Turkey
642,69,Male,Turkey
643,49,Female,Turkey
644,60,Male,Turkey
645,35,Male,Turkey
646,72,Female,Turkey
647,57,Female,Germany
648,79,Male,Turkey
649,56,Female,Turkey
650,43,Male,Turkey
651,72,Male,Turkey
652,80,Male,Turkey
653,50,Female,Germany
654,51,Male,Turkey
655,38,Female,Turkey
656,73,Female,Turkey
657,40,Female,Turkey
658,56,Female,Sweden
659,71,Other,Turkey
660,63,Male,Germany
661,31,Female,Turkey
662,57,Male,Turkey
663,36,Female,Netherlands
664,34,Male,Turkey
665,80,Female,Netherlands
666,20,Male,Turkey
667,56,Male,Turkey
668,58,Other,Turkey
669,55,Other,Germany
670,60,Male,Turkey
671,75,Other,Netherlands
672,70,Male,Netherlands
673,57,Male,Netherlands
674,50,Male,Turkey
675,77,Male,Turkey
676,53,Male,Turkey
677,65,Male,Turkey
678,26,Male,Turkey
679,68,Male,Turkey
680,60,Female,Egypt
681,64,Female,Germany
682,75,Female,Netherlands
683,80,Female,Turkey
684,33,Male,Germany
685,43,Female,Turkey
686,38,Female,Germany
687,78,Female,Turkey
688,49,Other,Turkey
689,62,Male,Germany
690,68,Male,Turkey
691,65,Male,Sweden
692,38,Male,Sweden
693,53,Male,Turkey
694,57,Female,Germany
695,18,Male,Germany
696,36,Male,Netherlands
697,37,Female,Germany
698,74,Female,Turkey
699,65,Male,Germany
700,56,Female,Turkey
701,57,Male,Germany
702,55,Male,Turkey
703,47,Male,Turkey
704,69,Female,Germany
705,60,Male,Turkey
706,74,Female,Turkey
707,79,Female,Turkey
708,66,Male,Netherlands
709,78,Male,Turkey
710,58,Male,Turkey
711,28,Male,Germany
712,36,Female,Turkey
713,68,Male,Turkey
714,61,Male,Germany
715,63,Male,Netherlands
716,56,Male,Turkey
717,80,Female,Turkey
718,53,Male,Cayman Islands
719,70,Male,Sweden
720,58,Male,Turkey
721,52,Female,Netherlands
722,65,Male,Turkey
723,53,Other,Turkey
724,53,Other,Netherlands
725,47,Male,Zimbabwe
726,27,Female,Germany
727,75,Male,Netherlands
728,53,Male,Netherlands
729,61,Male,Germany
730,65,Male,Turkey
731,57,Female,Turkey
732,75,Female,Turkey
733,56,Male,Germany
734,67,Female,Turkey
735,78,Male,Germany
736,62,Female,Turkey
737,33,Male,Netherlands
738,62,Female,Turkey
739,54,Male,Netherlands
740,47,Male,Turkey
741,65,Female,Turkey
742,28,Male,Sweden
743,52,Male,Turkey
744,69,Male,Turkey
745,67,Other,Chile
746,39,Male,Turkey
747,57,Female,Turkey
748,59,Female,Turkey
749,46,Female,Turkey
750,56,Male,Turkey
751,70,Male,Turkey
752,57,Female,Turkey
753,37,Male,Germany
754,40,Male,Turkey
755,48,Female,Sweden
756,53,Female,Turkey
757,41,Female,Netherlands
758,79,Female,Turkey
759,80,Female,Germany
760,31,Female,Turkey
761,76,Other,Turkey
762,62,Female,Netherlands
763,79,Male,Germany
764,72,Male,Germany
765,55,Male,Netherlands
766,28,Female,Turkey
767,23,Male,Saint Kitts and Nevis
768,52,Female,Turkey
769,29,Male,Germany
770,63,Male,Germany
771,25,Male,Turkey
772,55,Female,Turkey
773,59,Male,Turkey
774,37,Male,Turkey
775,76,Female,Turkey
776,57,Female,Turkey
777,60,Female,Netherlands
778,57,Male,Germany
779,41,Female,Turkey
780,52,Other,Germany
781,78,Male,Turkey
782,22,Male,Turkey
783,69,Male,Turkey
784,65,Male,Turkey
785,61,Female,Turkey
786,60,Male,Turkey
787,54,Male,Germany
788,58,Male,Turkey
789,65,Male,Netherlands
790,75,Male,Turkey
791,54,Male,Netherlands
792,73,Female,Netherlands
793,65,Female,Germany
794,53,Male,Germany
795,57,Male,Netherlands
796,52,Female,Netherlands
797,75,Other,Turkey
798,59,Male,Turkey
799,75,Female,Germany
800,75,Male,Turkey
801,50,Male,Sweden
802,80,Female,Turkey
803,20,Male,Turkey
804,51,Male,French Southern Territories
805,49,Male,Netherlands
806,72,Male,Germany
807,66,Male,Turkey
808,64,Female,Turkey
809,73,Male,Turkey
810,76,Male,Germany
811,55,Male,Turkey
812,77,Male,Turkey
813,78,Male,Turkey
814,18,Female,Netherlands
815,57,Other,Turkey
816,61,Female,Turkey
817,69,Female,Germany
818,79,Female,Germany
819,39,Female,Turkey
820,36,Female,Turkey
821,66,Male,Germany
822,72,Male,Germany
823,74,Male,Turkey
824,69,Female,Germany
825,72,Male,Turkey
826,73,Male,Germany
827,61,Male,Sweden
828,37,Male,Turkey
829,55,Female,Norfolk Island
830,60,Other,Turkey
831,61,Male,Turkey
832,36,Male,Turkey
833,67,Male,Germany
834,66,Other,Sweden
835,51,Male,Germany
836,42,Female,Netherlands
837,72,Male,Germany
838,67,Male,Turkey
839,54,Male,Germany
840,54,Female,Germany
841,51,Male,Germany
842,59,Male,Turkey
843,45,Female,Turkey
844,41,Male,Netherlands
845,61,Male,Turkey
846,47,Female,Turkey
847,20,Female,Turkey
848,60,Male,Turkey
849,57,Male,Niue
850,71,Male,Turkey
851,53,Other,Turkey
852,57,Male,Lebanon
853,45,Other,Turkey
854,65,Male,Germany
855,74,Other,Germany
856,69,Female,Turkey
857,67,Male,Germany
858,19,Female,Germany
859,58,Female,Turkey
860,39,Female,Turkey
861,44,Female,Turkey
862,38,Female,Netherlands
863,71,Male,Turkey
864,80,Male,Germany
865,50,Other,Turkey
866,53,Male,Germany
867,73,Female,Turkey
868,54,Other,Germany
869,60,Female,Turkey
870,54,Female,Sweden
871,74,Male,Turkey
872,65,Male,Germany
873,65,Female,Turkey
874,65,Male,Turkey
875,20,Male,Turkey
876,53,Female,Turkey
877,42,Male,Turkey
878,77,Female,Netherlands
879,38,Female,Turkey
880,28,Female,Turkey
881,51,Male,Germany
882,41,Female,Turkey
883,80,Female,Turkey
884,76,Other,Turkey
885,39,Male,Turkey
886,51,Female,Turkey
887,77,Male,Germany
888,77,Male,Turkey
889,57,Female,Turkey
890,57,Female,Germany
891,38,Male,Netherlands
892,29,Male,Turkey
893,52,Male,Turkey
894,53,Male,Turkey
895,56,Female,Netherlands
896,46,Male,Netherlands
897,53,Male,Turkey
898,52,Female,Turkey
899,30,Male,Turkey
900,72,Female,Germany
901,28,Male,Netherlands
902,63,Female,Turkey
903,63,Other,Germany
904,64,Male,Turkey
905,59,Female,Turkey
906,65,Male,Germany
907,54,Other,Netherlands
908,67,Male,Turkey
909,65,Male,Turkey
910,71,Male,Turkey
911,47,Male,Turkey
912,79,Male,Turkey
913,71,Female,Turkey
914,76,Female,Turkey
915,23,Female,Turkey
916,39,Female,Netherlands
917,54,Female,Germany
918,61,Female,Netherlands
919,41,Male,Germany
920,57,Female,Germany
921,36,Male,Netherlands
922,76,Female,Northern Mariana Islands
923,51,Male,Germany
924,60,Male,Turkey
925,30,Other,Germany
926,80,Male,Turkey
927,32,Male,Germany
928,46,Male,Germany
929,79,Other,Germany
930,78,Female,Germany
931,57,Male,Germany
932,40,Female,Turkey
933,36,Male,Germany
934,64,Female,Turkey
935,71,Female,Turkey
936,53,Male,Turkey
937,56,Male,Turkey
938,75,Male,Turkey
939,53,Male,Turkey
940,56,Female,Turkey
941,58,Male,Germany
942,66,Male,Turkey
943,68,Male,Germany
944,80,Male,Netherlands
945,75,Female,Turkey
946,67,Male,Turkey
947,59,Female,Turkey
948,61,Other,Germany
949,74,Male,Turkey
950,27,Female,Turkey
951,44,Male,Germany
952,59,Male,Turkey
953,76,Female,Turkey
954,45,Male,Germany
955,66,Male,Turkey
956,53,Male,Germany
957,32,Male,Turkey
958,39,Male,Turkey
959,19,Female,Germany
960,58,Male,Turkey
961,64,Male,Turkey
962,77,Male,Netherlands
963,35,Male,Turkey
964,55,Male,Turkey
965,58,Female,Germany
966,77,Other,Netherlands
967,57,Male,Germany
968,61,Female,Germany
969,23,Male,Turkey
970,70,Female,Turkey
971,27,Male,Turkey
972,49,Female,Germany
973,80,Female,Germany
974,75,Male,Germany
975,62,Female,Turkey
976,76,Male,Turkey
977,36,Male,Turkey
978,69,Male,Germany
979,60,Female,Netherlands
980,62,Female,Turkey
981,78,Male,Sweden
982,32,Female,Turkey
983,78,Female,Turkey
984,39,Male,Germany
985,44,Male,Germany
986,69,Male,Germany
987,60,Male,Turkey
988,47,Male,Turkey
989,68,Male,Turkey
990,51,Male,Germany
991,34,Male,Turkey
992,80,Other,Turkey
993,76,Male,Germany
994,74,Female,Turkey
995,44,Male,Germany
996,26,Male,Germany
997,62,Male,Turkey
998,66,Female,Germany
999,67,Female,Turkey
1000,43,Male,Turkey
1001,69,Male,Turkey
1002,55,Female,Turkey
1003,52,Male,Turkey
1004,58,Female,Turkey
1005,78,Female,Germany
1006,64,Male,Turkey
1007,58,Male,Turkey
1008,28,Other,Turkey
1009,63,Male,Germany
1010,78,Male,Turkey
1011,34,Female,Turkey
1012,72,Female,Turkey
1013,77,Female,Germany
1014,61,Male,Turkey
1015,31,Male,Turkey
1016,67,Male,Turkey
1017,74,Female,Germany
1018,44,Male,Turkey
1019,79,Male,Turkey
1020,58,Female,Sweden
1021,52,Female,Turkey
1022,74,Male,Germany
1023,45,Male,Turkey
1024,61,Male,Turkey
1025,55,Male,Turkey
1026,78,Other,Sweden
1027,72,Other,Tokelau
1028,56,Male,Turkey
1029,44,Male,Turkey
1030,31,Female,Turkey
1031,51,Male,Germany
1032,51,Male,Germany
1033,62,Male,Turkey
1034,51,Male,Germany
1035,60,Male,Turkey
1036,59,Male,Kuwait
1037,26,Male,Turkey
1038,66,Male,Germany
1039,62,Male,Turkey
1040,54,Male,Turkey
1041,80,Male,Turkey
1042,54,Female,Netherlands
1043,37,Female,Turkey
1044,48,Female,Germany
1045,78,Female,Sweden
1046,69,Male,Germany
1047,54,Other,Germany
1048,72,Male,Portugal
1049,73,Male,Sudan
1050,56,Female,Turkey
1051,71,Female,Turkey
1052,39,Female,Germany
1053,33,Female,Turkey
1054,23,Other,Turkey
1055,70,Female,Sweden
1056,60,Male,Turkey
1057,62,Male,Cuba
1058,74,Male,Germany
1059,23,Male,Turkey
1060,58,Male,Turkey
1061,41,Female,Turkey
1062,56,Female,Turkey
1063,75,Male,Turkey
1064,54,Female,Lao People's Democratic Republic
1065,18,Female,Turkey
1066,59,Female,Turkey
1067,56,Male,Germany
1068,38,Female,Turkey
1069,60,Male,Turkey
1070,37,Male,Germany
1071,26,Male,Netherlands
1072,37,Male,Turkey
1073,56,Female,Aruba
1074,75,Female,Germany
1075,77,Male,Turkey
1076,18,Male,Netherlands
1077,43,Male,Germany
1078,74,Male,Turkey
1079,69,Male,Turkey
1080,59,Male,Turkey
1081,55,Male,Turkey
1082,54,Male,Turkey
1083,55,Female,Turkey
1084,57,Male,Germany
1085,73,Male,Turkey
1086,52,Other,Germany
1087,77,Male,Netherlands
1088,51,Male,Germany
1089,56,Other,Germany
1090,58,Female,Turkey
1091,47,Male,Tokelau
1092,26,Male,Turkey
1093,55,Other,Turkey
1094,78,Male,Germany
1095,80,Male,Turkey
1096,78,Male,Germany
1097,72,Male,Germany
1098,71,Male,Netherlands
1099,31,Male,Turkey
1100,56,Female,Turkey
1101,73,Male,Turkey
1102,52,Male,Turkey
1103,56,Male,Germany
1104,18,Female,Netherlands
1105,59,Male,Turkey
1106,72,Female,Turkey
1107,69,Male,Turkey
1108,51,Male,Turkey
1109,68,Male,Turkey
1110,30,Other,Germany
1111,41,Male,Turkey
1112,71,Other,Turkey
1113,51,Male,Turkey
1114,53,Male,Germany
1115,63,Female,Germany
1116,50,Male,Turkey
1117,73,Male,Turkmenistan
1118,19,Female,United States of America
1119,76,Female,Turkey
1120,41,Female,Germany
1121,80,Female,Germany
1122,75,Other,Turkey
1123,50,Female,Turkey
1124,41,Male,Netherlands
1125,59,Female,Sweden
1126,49,Female,Sweden
1127,51,Male,Turkey
1128,67,Male,Germany
1129,43,Other,Turkey
1130,69,Male,Turkey
1131,54,Male,Turkey
1132,54,Other,Turkey
1133,26,Female,Turkey
1134,80,Female,Germany
1135,76,Male,Germany
1136,68,Female,Turkey
1137,61,Female,Turkey
1138,63,Female,Turkey
1139,78,Male,Kyrgyz Republic
1140,65,Male,Turkey
1141,62,Female,Turkey
1142,47,Female,Turkey
1143,25,Female,Germany
1144,55,Male,Turkey
1145,58,Female,Germany
1146,61,Female,Germany
1147,53,Other,Turkey
1148,51,Male,Turkey
1149,54,Female,Turkey
1150,41,Male,Germany
1151,58,Male,Turkey
1152,59,Male,Germany
1153,55,Male,Germany
1154,31,Female,Turkey
1155,45,Female,Turkey
1156,63,Female,Turkey
1157,77,Female,Germany
